"orderid","employee","order_date","required_date","shipped_date","shipper","freight","customer","city","country","product","category","current_price","ordered_price","quantity","discount","total_sale_price"
10521,"Laura Callahan","1997-04-29","1997-05-27","1997-05-02","United Package","17.22","Cactus Comidas para llevar","Buenos Aires","Argentina","Jack's New England Clam Chowder","Seafood","9.65","9.65",10,"0","96.50"
10521,"Laura Callahan","1997-04-29","1997-05-27","1997-05-02","United Package","17.22","Cactus Comidas para llevar","Buenos Aires","Argentina","Scottish Longbreads","Confections","12.5","12.5",6,"0","75.00"
10522,"Margaret Peacock","1997-04-30","1997-05-28","1997-05-06","Speedy Express","45.33","Lehmanns Marktstand","Frankfurt a.M.","Germany","Chai","Beverages","18","18",40,"0.2","576.00"
10522,"Margaret Peacock","1997-04-30","1997-05-28","1997-05-06","Speedy Express","45.33","Lehmanns Marktstand","Frankfurt a.M.","Germany","Northwoods Cranberry Sauce","Condiments","40","40",24,"0","960.00"
10522,"Margaret Peacock","1997-04-30","1997-05-28","1997-05-06","Speedy Express","45.33","Lehmanns Marktstand","Frankfurt a.M.","Germany","Nord-Ost Matjeshering","Seafood","25.89","25.89",20,"0.2","414.24"
10522,"Margaret Peacock","1997-04-30","1997-05-28","1997-05-06","Speedy Express","45.33","Lehmanns Marktstand","Frankfurt a.M.","Germany","Boston Crab Meat","Seafood","18.4","18.4",25,"0.2","368.00"
10523,"Robert King","1997-05-01","1997-05-29","1997-05-30","United Package","77.63","Seven Seas Imports","London","UK","Alice Mutton","Meat/Poultry","39","39",25,"0.1","877.50"
10523,"Robert King","1997-05-01","1997-05-29","1997-05-30","United Package","77.63","Seven Seas Imports","London","UK","Sir Rodney's Marmalade","Confections","81","81",15,"0.1","1093.50"
10523,"Robert King","1997-05-01","1997-05-29","1997-05-30","United Package","77.63","Seven Seas Imports","London","UK","Gravad lax","Seafood","26","26",18,"0.1","421.20"
10523,"Robert King","1997-05-01","1997-05-29","1997-05-30","United Package","77.63","Seven Seas Imports","London","UK","Jack's New England Clam Chowder","Seafood","9.65","9.65",6,"0.1","52.11"
10524,"Nancy Davolio","1997-05-01","1997-05-29","1997-05-07","United Package","244.79","Berglunds snabbköp","Luleå","Sweden","Ikura","Seafood","31","31",2,"0","62.00"
10524,"Nancy Davolio","1997-05-01","1997-05-29","1997-05-07","United Package","244.79","Berglunds snabbköp","Luleå","Sweden","Nord-Ost Matjeshering","Seafood","25.89","25.89",10,"0","258.90"
10524,"Nancy Davolio","1997-05-01","1997-05-29","1997-05-07","United Package","244.79","Berglunds snabbköp","Luleå","Sweden","Ipoh Coffee","Beverages","46","46",60,"0","2760.00"
10524,"Nancy Davolio","1997-05-01","1997-05-29","1997-05-07","United Package","244.79","Berglunds snabbköp","Luleå","Sweden","Tourtière","Meat/Poultry","7.45","7.45",15,"0","111.75"
10525,"Nancy Davolio","1997-05-02","1997-05-30","1997-05-23","United Package","11.06","Bon app'","Marseille","France","Inlagd Sill","Seafood","19","19",30,"0","570.00"
10525,"Nancy Davolio","1997-05-02","1997-05-30","1997-05-23","United Package","11.06","Bon app'","Marseille","France","Boston Crab Meat","Seafood","18.4","18.4",15,"0.1","248.40"
10526,"Margaret Peacock","1997-05-05","1997-06-02","1997-05-15","United Package","58.59","Wartian Herkku","Oulu","Finland","Chai","Beverages","18","18",8,"0.15","122.40"
10526,"Margaret Peacock","1997-05-05","1997-06-02","1997-05-15","United Package","58.59","Wartian Herkku","Oulu","Finland","Konbu","Seafood","6","6",10,"0","60.00"
10526,"Margaret Peacock","1997-05-05","1997-06-02","1997-05-15","United Package","58.59","Wartian Herkku","Oulu","Finland","Gnocchi di nonna Alice","Grains/Cereals","38","38",30,"0.15","969.00"
10527,"Robert King","1997-05-05","1997-06-02","1997-05-07","Speedy Express","41.9","QUICK-Stop","Cunewalde","Germany","Chef Anton's Cajun Seasoning","Condiments","22","22",50,"0.1","990.00"
10527,"Robert King","1997-05-05","1997-06-02","1997-05-07","Speedy Express","41.9","QUICK-Stop","Cunewalde","Germany","Inlagd Sill","Seafood","19","19",30,"0.1","513.00"
10528,"Michael Suyama","1997-05-06","1997-05-20","1997-05-09","United Package","3.35","Great Lakes Food Market","Eugene","USA","Queso Cabrales","Dairy Products","21","21",3,"0","63.00"
10528,"Michael Suyama","1997-05-06","1997-05-20","1997-05-09","United Package","3.35","Great Lakes Food Market","Eugene","USA","Geitost","Dairy Products","2.5","2.5",8,"0.2","16.00"
10528,"Michael Suyama","1997-05-06","1997-05-20","1997-05-09","United Package","3.35","Great Lakes Food Market","Eugene","USA","Mozzarella di Giovanni","Dairy Products","34.8","34.8",9,"0","313.20"
10529,"Steven Buchanan","1997-05-07","1997-06-04","1997-05-09","United Package","66.69","Maison Dewey","Bruxelles","Belgium","Pâté chinois","Meat/Poultry","24","24",14,"0","336.00"
10529,"Steven Buchanan","1997-05-07","1997-06-04","1997-05-09","United Package","66.69","Maison Dewey","Bruxelles","Belgium","Scottish Longbreads","Confections","12.5","12.5",20,"0","250.00"
10529,"Steven Buchanan","1997-05-07","1997-06-04","1997-05-09","United Package","66.69","Maison Dewey","Bruxelles","Belgium","Gudbrandsdalsost","Dairy Products","36","36",10,"0","360.00"
10530,"Janet Leverling","1997-05-08","1997-06-05","1997-05-12","United Package","339.22","Piccolo und mehr","Salzburg","Austria","Alice Mutton","Meat/Poultry","39","39",40,"0","1560.00"
10530,"Janet Leverling","1997-05-08","1997-06-05","1997-05-12","United Package","339.22","Piccolo und mehr","Salzburg","Austria","Ipoh Coffee","Beverages","46","46",25,"0","1150.00"
10530,"Janet Leverling","1997-05-08","1997-06-05","1997-05-12","United Package","339.22","Piccolo und mehr","Salzburg","Austria","Sirop d'érable","Condiments","28.5","28.5",20,"0","570.00"
10530,"Janet Leverling","1997-05-08","1997-06-05","1997-05-12","United Package","339.22","Piccolo und mehr","Salzburg","Austria","Lakkalikööri","Beverages","18","18",50,"0","900.00"
10531,"Robert King","1997-05-08","1997-06-05","1997-05-19","Speedy Express","8.12","Océano Atlántico Ltda.","Buenos Aires","Argentina","Raclette Courdavault","Dairy Products","55","55",2,"0","110.00"
10532,"Robert King","1997-05-09","1997-06-06","1997-05-12","Federal Shipping","74.46","Eastern Connection","London","UK","Nord-Ost Matjeshering","Seafood","25.89","25.89",15,"0","388.35"
10532,"Robert King","1997-05-09","1997-06-06","1997-05-12","Federal Shipping","74.46","Eastern Connection","London","UK","Louisiana Hot Spiced Okra","Condiments","17","17",24,"0","408.00"
10533,"Laura Callahan","1997-05-12","1997-06-09","1997-05-22","Speedy Express","188.04","Folk och fä HB","Bräcke","Sweden","Chef Anton's Cajun Seasoning","Condiments","22","22",50,"0.05","1045.00"
10533,"Laura Callahan","1997-05-12","1997-06-09","1997-05-22","Speedy Express","188.04","Folk och fä HB","Bräcke","Sweden","Mozzarella di Giovanni","Dairy Products","34.8","34.8",24,"0","835.20"
10533,"Laura Callahan","1997-05-12","1997-06-09","1997-05-22","Speedy Express","188.04","Folk och fä HB","Bräcke","Sweden","Röd Kaviar","Seafood","15","15",24,"0.05","342.00"
10534,"Laura Callahan","1997-05-12","1997-06-09","1997-05-14","United Package","27.94","Lehmanns Marktstand","Frankfurt a.M.","Germany","Nord-Ost Matjeshering","Seafood","25.89","25.89",10,"0","258.90"
10534,"Laura Callahan","1997-05-12","1997-06-09","1997-05-14","United Package","27.94","Lehmanns Marktstand","Frankfurt a.M.","Germany","Boston Crab Meat","Seafood","18.4","18.4",10,"0.2","147.20"
10534,"Laura Callahan","1997-05-12","1997-06-09","1997-05-14","United Package","27.94","Lehmanns Marktstand","Frankfurt a.M.","Germany","Tourtière","Meat/Poultry","7.45","7.45",10,"0.2","59.60"
10535,"Margaret Peacock","1997-05-13","1997-06-10","1997-05-21","Speedy Express","15.64","Antonio Moreno Taquería","México D.F.","Mexico","Queso Cabrales","Dairy Products","21","21",50,"0.1","945.00"
10535,"Margaret Peacock","1997-05-13","1997-06-10","1997-05-21","Speedy Express","15.64","Antonio Moreno Taquería","México D.F.","Mexico","Boston Crab Meat","Seafood","18.4","18.4",10,"0.1","165.60"
10535,"Margaret Peacock","1997-05-13","1997-06-10","1997-05-21","Speedy Express","15.64","Antonio Moreno Taquería","México D.F.","Mexico","Ravioli Angelo","Grains/Cereals","19.5","19.5",5,"0.1","87.75"
10535,"Margaret Peacock","1997-05-13","1997-06-10","1997-05-21","Speedy Express","15.64","Antonio Moreno Taquería","México D.F.","Mexico","Raclette Courdavault","Dairy Products","55","55",15,"0.1","742.50"
10536,"Janet Leverling","1997-05-14","1997-06-11","1997-06-06","United Package","58.88","Lehmanns Marktstand","Frankfurt a.M.","Germany","Queso Manchego La Pastora","Dairy Products","38","38",15,"0.25","427.50"
10536,"Janet Leverling","1997-05-14","1997-06-11","1997-06-06","United Package","58.88","Lehmanns Marktstand","Frankfurt a.M.","Germany","Gorgonzola Telino","Dairy Products","12.5","12.5",20,"0","250.00"
10536,"Janet Leverling","1997-05-14","1997-06-11","1997-06-06","United Package","58.88","Lehmanns Marktstand","Frankfurt a.M.","Germany","Geitost","Dairy Products","2.5","2.5",30,"0","75.00"
10536,"Janet Leverling","1997-05-14","1997-06-11","1997-06-06","United Package","58.88","Lehmanns Marktstand","Frankfurt a.M.","Germany","Camembert Pierrot","Dairy Products","34","34",35,"0.25","892.50"
10537,"Nancy Davolio","1997-05-14","1997-05-28","1997-05-19","Speedy Express","78.85","Richter Supermarkt","Genève","Switzerland","Gorgonzola Telino","Dairy Products","12.5","12.5",30,"0","375.00"
10537,"Nancy Davolio","1997-05-14","1997-05-28","1997-05-19","Speedy Express","78.85","Richter Supermarkt","Genève","Switzerland","Manjimup Dried Apples","Produce","53","53",6,"0","318.00"
10537,"Nancy Davolio","1997-05-14","1997-05-28","1997-05-19","Speedy Express","78.85","Richter Supermarkt","Genève","Switzerland","Escargots de Bourgogne","Seafood","13.25","13.25",20,"0","265.00"
10537,"Nancy Davolio","1997-05-14","1997-05-28","1997-05-19","Speedy Express","78.85","Richter Supermarkt","Genève","Switzerland","Mozzarella di Giovanni","Dairy Products","34.8","34.8",21,"0","730.80"
10537,"Nancy Davolio","1997-05-14","1997-05-28","1997-05-19","Speedy Express","78.85","Richter Supermarkt","Genève","Switzerland","Röd Kaviar","Seafood","15","15",9,"0","135.00"
10538,"Anne Dodsworth","1997-05-15","1997-06-12","1997-05-16","Federal Shipping","4.87","B's Beverages","London","UK","Outback Lager","Beverages","15","15",7,"0","105.00"
10538,"Anne Dodsworth","1997-05-15","1997-06-12","1997-05-16","Federal Shipping","4.87","B's Beverages","London","UK","Mozzarella di Giovanni","Dairy Products","34.8","34.8",1,"0","34.80"
10539,"Michael Suyama","1997-05-16","1997-06-13","1997-05-23","Federal Shipping","12.36","B's Beverages","London","UK","Konbu","Seafood","6","6",8,"0","48.00"
10539,"Michael Suyama","1997-05-16","1997-06-13","1997-05-23","Federal Shipping","12.36","B's Beverages","London","UK","Sir Rodney's Scones","Confections","10","10",15,"0","150.00"
10539,"Michael Suyama","1997-05-16","1997-06-13","1997-05-23","Federal Shipping","12.36","B's Beverages","London","UK","Geitost","Dairy Products","2.5","2.5",15,"0","37.50"
10539,"Michael Suyama","1997-05-16","1997-06-13","1997-05-23","Federal Shipping","12.36","B's Beverages","London","UK","Maxilaku","Confections","20","20",6,"0","120.00"
10540,"Janet Leverling","1997-05-19","1997-06-16","1997-06-13","Federal Shipping","1007.64","QUICK-Stop","Cunewalde","Germany","Aniseed Syrup","Condiments","10","10",60,"0","600.00"
10540,"Janet Leverling","1997-05-19","1997-06-16","1997-06-13","Federal Shipping","1007.64","QUICK-Stop","Cunewalde","Germany","Gumbär Gummibärchen","Confections","31.23","31.23",40,"0","1249.20"
10540,"Janet Leverling","1997-05-19","1997-06-16","1997-06-13","Federal Shipping","1007.64","QUICK-Stop","Cunewalde","Germany","Côte de Blaye","Beverages","263.5","263.5",30,"0","7905.00"
10540,"Janet Leverling","1997-05-19","1997-06-16","1997-06-13","Federal Shipping","1007.64","QUICK-Stop","Cunewalde","Germany","Scottish Longbreads","Confections","12.5","12.5",35,"0","437.50"
10541,"Andrew Fuller","1997-05-19","1997-06-16","1997-05-29","Speedy Express","68.65","Hanari Carnes","Rio de Janeiro","Brazil","Guaraná Fantástica","Beverages","4.5","4.5",35,"0.1","141.75"
10541,"Andrew Fuller","1997-05-19","1997-06-16","1997-05-29","Speedy Express","68.65","Hanari Carnes","Rio de Janeiro","Brazil","Côte de Blaye","Beverages","263.5","263.5",4,"0.1","948.60"
10541,"Andrew Fuller","1997-05-19","1997-06-16","1997-05-29","Speedy Express","68.65","Hanari Carnes","Rio de Janeiro","Brazil","Louisiana Fiery Hot Pepper Sauce","Condiments","21.05","21.05",36,"0.1","682.02"
10541,"Andrew Fuller","1997-05-19","1997-06-16","1997-05-29","Speedy Express","68.65","Hanari Carnes","Rio de Janeiro","Brazil","Flotemysost","Dairy Products","21.5","21.5",9,"0.1","174.15"
10542,"Nancy Davolio","1997-05-20","1997-06-17","1997-05-26","Federal Shipping","10.95","Königlich Essen","Brandenburg","Germany","Queso Cabrales","Dairy Products","21","21",15,"0.05","299.25"
10542,"Nancy Davolio","1997-05-20","1997-06-17","1997-05-26","Federal Shipping","10.95","Königlich Essen","Brandenburg","Germany","Tourtière","Meat/Poultry","7.45","7.45",24,"0.05","169.86"
10543,"Laura Callahan","1997-05-21","1997-06-18","1997-05-23","United Package","48.17","LILA-Supermercado","Barquisimeto","Venezuela","Queso Manchego La Pastora","Dairy Products","38","38",30,"0.15","969.00"
10543,"Laura Callahan","1997-05-21","1997-06-18","1997-05-23","United Package","48.17","LILA-Supermercado","Barquisimeto","Venezuela","Tunnbröd","Grains/Cereals","9","9",70,"0.15","535.50"
10544,"Margaret Peacock","1997-05-21","1997-06-18","1997-05-30","Speedy Express","24.91","Lonesome Pine Restaurant","Portland","USA","Rössle Sauerkraut","Produce","45.6","45.6",7,"0","319.20"
10544,"Margaret Peacock","1997-05-21","1997-06-18","1997-05-30","Speedy Express","24.91","Lonesome Pine Restaurant","Portland","USA","Laughing Lumberjack Lager","Beverages","14","14",7,"0","98.00"
10545,"Laura Callahan","1997-05-22","1997-06-19","1997-06-26","United Package","11.92","Lazy K Kountry Store","Walla Walla","USA","Queso Cabrales","Dairy Products","21","21",10,"0","210.00"
10546,"Nancy Davolio","1997-05-23","1997-06-20","1997-05-27","Federal Shipping","194.72","Victuailles en stock","Lyon","France","Uncle Bob's Organic Dried Pears","Produce","30","30",10,"0","300.00"
10546,"Nancy Davolio","1997-05-23","1997-06-20","1997-05-27","Federal Shipping","194.72","Victuailles en stock","Lyon","France","Steeleye Stout","Beverages","18","18",30,"0","540.00"
10546,"Nancy Davolio","1997-05-23","1997-06-20","1997-05-27","Federal Shipping","194.72","Victuailles en stock","Lyon","France","Tarte au sucre","Confections","49.3","49.3",40,"0","1972.00"
10547,"Janet Leverling","1997-05-23","1997-06-20","1997-06-02","United Package","178.43","Seven Seas Imports","London","UK","Mascarpone Fabioli","Dairy Products","32","32",24,"0.15","652.80"
10547,"Janet Leverling","1997-05-23","1997-06-20","1997-06-02","United Package","178.43","Seven Seas Imports","London","UK","Inlagd Sill","Seafood","19","19",60,"0","1140.00"
10548,"Janet Leverling","1997-05-26","1997-06-23","1997-06-02","United Package","1.43","Toms Spezialitäten","Münster","Germany","Sasquatch Ale","Beverages","14","14",10,"0.25","105.00"
10548,"Janet Leverling","1997-05-26","1997-06-23","1997-06-02","United Package","1.43","Toms Spezialitäten","Münster","Germany","Jack's New England Clam Chowder","Seafood","9.65","9.65",14,"0","135.10"
10549,"Steven Buchanan","1997-05-27","1997-06-10","1997-05-30","Speedy Express","171.24","QUICK-Stop","Cunewalde","Germany","Gorgonzola Telino","Dairy Products","12.5","12.5",55,"0.15","584.37"
10549,"Steven Buchanan","1997-05-27","1997-06-10","1997-05-30","Speedy Express","171.24","QUICK-Stop","Cunewalde","Germany","Rogede sild","Seafood","9.5","9.5",100,"0.15","807.50"
10549,"Steven Buchanan","1997-05-27","1997-06-10","1997-05-30","Speedy Express","171.24","QUICK-Stop","Cunewalde","Germany","Manjimup Dried Apples","Produce","53","53",48,"0.15","2162.40"
10550,"Robert King","1997-05-28","1997-06-25","1997-06-06","Federal Shipping","4.32","Godos Cocina Típica","Sevilla","Spain","Alice Mutton","Meat/Poultry","39","39",8,"0.1","280.80"
10550,"Robert King","1997-05-28","1997-06-25","1997-06-06","Federal Shipping","4.32","Godos Cocina Típica","Sevilla","Spain","Teatime Chocolate Biscuits","Confections","9.2","9.2",10,"0","92.00"
10550,"Robert King","1997-05-28","1997-06-25","1997-06-06","Federal Shipping","4.32","Godos Cocina Típica","Sevilla","Spain","Sir Rodney's Scones","Confections","10","10",6,"0.1","54.00"
10550,"Robert King","1997-05-28","1997-06-25","1997-06-06","Federal Shipping","4.32","Godos Cocina Típica","Sevilla","Spain","Sirop d'érable","Condiments","28.5","28.5",10,"0.1","256.50"
10551,"Margaret Peacock","1997-05-28","1997-07-09","1997-06-06","Federal Shipping","72.95","Furia Bacalhau e Frutos do Mar","Lisboa","Portugal","Pavlova","Confections","17.45","17.45",40,"0.15","593.30"
10551,"Margaret Peacock","1997-05-28","1997-07-09","1997-06-06","Federal Shipping","72.95","Furia Bacalhau e Frutos do Mar","Lisboa","Portugal","Steeleye Stout","Beverages","18","18",20,"0.15","306.00"
10551,"Margaret Peacock","1997-05-28","1997-07-09","1997-06-06","Federal Shipping","72.95","Furia Bacalhau e Frutos do Mar","Lisboa","Portugal","Gula Malacca","Condiments","19.45","19.45",40,"0","778.00"
